lag_center_ns,raw_pair_count
-1633.000,0
-1631.000,0
-1629.000,0
-1627.000,0
-1625.000,0
-1623.000,0
-1621.000,0
-1619.000,0
-1617.000,0
-1615.000,0
-1613.000,0
-1611.000,0
-1609.000,0
-1607.000,0
-1605.000,0
-1603.000,0
-1601.000,0
-1599.000,0
-1597.000,0
-1595.000,0
-1593.000,0
-1591.000,0
-1589.000,0
-1587.000,0
-1585.000,0
-1583.000,0
-1581.000,0
-1579.000,0
-1577.000,0
-1575.000,0
-1573.000,0
-1571.000,0
-1569.000,0
-1567.000,0
-1565.000,0
-1563.000,0
-1561.000,0
-1559.000,0
-1557.000,0
-1555.000,0
-1553.000,0
-1551.000,0
-1549.000,0
-1547.000,0
-1545.000,0
-1543.000,0
-1541.000,0
-1539.000,0
-1537.000,0
-1535.000,0
-1533.000,0
-1531.000,0
-1529.000,0
-1527.000,0
-1525.000,0
-1523.000,0
-1521.000,0
-1519.000,0
-1517.000,0
-1515.000,0
-1513.000,0
-1511.000,0
-1509.000,0
-1507.000,0
-1505.000,0
-1503.000,0
-1501.000,0
-1499.000,0
-1497.000,0
-1495.000,0
-1493.000,0
-1491.000,0
-1489.000,0
-1487.000,0
-1485.000,0
-1483.000,0
-1481.000,0
-1479.000,0
-1477.000,0
-1475.000,0
-1473.000,0
-1471.000,0
-1469.000,0
-1467.000,0
-1465.000,0
-1463.000,0
-1461.000,0
-1459.000,0
-1457.000,0
-1455.000,0
-1453.000,0
-1451.000,0
-1449.000,0
-1447.000,0
-1445.000,0
-1443.000,0
-1441.000,0
-1439.000,0
-1437.000,0
-1435.000,0
-1433.000,0
-1431.000,0
-1429.000,0
-1427.000,0
-1425.000,0
-1423.000,0
-1421.000,0
-1419.000,0
-1417.000,0
-1415.000,0
-1413.000,0
-1411.000,0
-1409.000,0
-1407.000,0
-1405.000,0
-1403.000,0
-1401.000,0
-1399.000,0
-1397.000,0
-1395.000,0
-1393.000,0
-1391.000,0
-1389.000,0
-1387.000,0
-1385.000,0
-1383.000,0
-1381.000,0
-1379.000,0
-1377.000,0
-1375.000,0
-1373.000,0
-1371.000,0
-1369.000,0
-1367.000,0
-1365.000,0
-1363.000,0
-1361.000,0
-1359.000,0
-1357.000,0
-1355.000,0
-1353.000,0
-1351.000,0
-1349.000,0
-1347.000,1
-1345.000,0
-1343.000,0
-1341.000,1
-1339.000,0
-1337.000,0
-1335.000,0
-1333.000,0
-1331.000,1
-1329.000,0
-1327.000,0
-1325.000,0
-1323.000,0
-1321.000,0
-1319.000,0
-1317.000,0
-1315.000,0
-1313.000,0
-1311.000,0
-1309.000,0
-1307.000,0
-1305.000,0
-1303.000,0
-1301.000,0
-1299.000,0
-1297.000,0
-1295.000,0
-1293.000,0
-1291.000,0
-1289.000,0
-1287.000,0
-1285.000,0
-1283.000,0
-1281.000,0
-1279.000,0
-1277.000,0
-1275.000,0
-1273.000,0
-1271.000,0
-1269.000,0
-1267.000,0
-1265.000,0
-1263.000,0
-1261.000,0
-1259.000,0
-1257.000,0
-1255.000,0
-1253.000,0
-1251.000,0
-1249.000,0
-1247.000,0
-1245.000,0
-1243.000,0
-1241.000,0
-1239.000,0
-1237.000,0
-1235.000,0
-1233.000,0
-1231.000,0
-1229.000,0
-1227.000,0
-1225.000,0
-1223.000,0
-1221.000,0
-1219.000,0
-1217.000,0
-1215.000,0
-1213.000,0
-1211.000,0
-1209.000,0
-1207.000,0
-1205.000,0
-1203.000,0
-1201.000,0
-1199.000,0
-1197.000,0
-1195.000,1
-1193.000,0
-1191.000,0
-1189.000,1
-1187.000,0
-1185.000,0
-1183.000,0
-1181.000,0
-1179.000,1
-1177.000,0
-1175.000,0
-1173.000,0
-1171.000,0
-1169.000,0
-1167.000,0
-1165.000,0
-1163.000,0
-1161.000,0
-1159.000,0
-1157.000,0
-1155.000,0
-1153.000,0
-1151.000,0
-1149.000,0
-1147.000,0
-1145.000,0
-1143.000,0
-1141.000,0
-1139.000,0
-1137.000,0
-1135.000,0
-1133.000,0
-1131.000,0
-1129.000,0
-1127.000,0
-1125.000,0
-1123.000,0
-1121.000,0
-1119.000,0
-1117.000,0
-1115.000,0
-1113.000,0
-1111.000,0
-1109.000,0
-1107.000,0
-1105.000,0
-1103.000,0
-1101.000,0
-1099.000,0
-1097.000,0
-1095.000,0
-1093.000,0
-1091.000,0
-1089.000,0
-1087.000,0
-1085.000,0
-1083.000,0
-1081.000,0
-1079.000,0
-1077.000,0
-1075.000,0
-1073.000,0
-1071.000,0
-1069.000,0
-1067.000,0
-1065.000,0
-1063.000,0
-1061.000,0
-1059.000,0
-1057.000,0
-1055.000,0
-1053.000,0
-1051.000,0
-1049.000,0
-1047.000,0
-1045.000,0
-1043.000,0
-1041.000,0
-1039.000,0
-1037.000,0
-1035.000,0
-1033.000,0
-1031.000,0
-1029.000,0
-1027.000,0
-1025.000,0
-1023.000,0
-1021.000,0
-1019.000,0
-1017.000,0
-1015.000,1
-1013.000,0
-1011.000,0
-1009.000,1
-1007.000,0
-1005.000,0
-1003.000,0
-1001.000,0
-999.000,0
-997.000,1
-995.000,1
-993.000,0
-991.000,0
-989.000,1
-987.000,0
-985.000,0
-983.000,0
-981.000,0
-979.000,1
-977.000,0
-975.000,0
-973.000,0
-971.000,1
-969.000,0
-967.000,0
-965.000,1
-963.000,0
-961.000,0
-959.000,0
-957.000,0
-955.000,1
-953.000,0
-951.000,0
-949.000,0
-947.000,0
-945.000,0
-943.000,0
-941.000,0
-939.000,0
-937.000,0
-935.000,0
-933.000,0
-931.000,0
-929.000,0
-927.000,0
-925.000,0
-923.000,0
-921.000,0
-919.000,0
-917.000,0
-915.000,0
-913.000,0
-911.000,0
-909.000,0
-907.000,0
-905.000,0
-903.000,0
-901.000,0
-899.000,0
-897.000,0
-895.000,0
-893.000,0
-891.000,0
-889.000,0
-887.000,0
-885.000,0
-883.000,0
-881.000,0
-879.000,0
-877.000,0
-875.000,0
-873.000,0
-871.000,0
-869.000,0
-867.000,0
-865.000,0
-863.000,0
-861.000,0
-859.000,0
-857.000,0
-855.000,0
-853.000,0
-851.000,0
-849.000,0
-847.000,1
-845.000,0
-843.000,1
-841.000,0
-839.000,0
-837.000,0
-835.000,0
-833.000,0
-831.000,1
-829.000,0
-827.000,0
-825.000,0
-823.000,0
-821.000,0
-819.000,0
-817.000,0
-815.000,0
-813.000,0
-811.000,0
-809.000,0
-807.000,0
-805.000,0
-803.000,0
-801.000,0
-799.000,0
-797.000,0
-795.000,0
-793.000,0
-791.000,0
-789.000,0
-787.000,0
-785.000,0
-783.000,0
-781.000,0
-779.000,0
-777.000,0
-775.000,0
-773.000,0
-771.000,0
-769.000,0
-767.000,0
-765.000,0
-763.000,0
-761.000,0
-759.000,0
-757.000,0
-755.000,0
-753.000,0
-751.000,0
-749.000,0
-747.000,0
-745.000,0
-743.000,0
-741.000,0
-739.000,0
-737.000,0
-735.000,0
-733.000,0
-731.000,0
-729.000,0
-727.000,0
-725.000,0
-723.000,0
-721.000,0
-719.000,0
-717.000,0
-715.000,0
-713.000,0
-711.000,0
-709.000,0
-707.000,0
-705.000,0
-703.000,0
-701.000,0
-699.000,0
-697.000,0
-695.000,0
-693.000,0
-691.000,0
-689.000,0
-687.000,0
-685.000,0
-683.000,0
-681.000,0
-679.000,0
-677.000,0
-675.000,0
-673.000,0
-671.000,0
-669.000,0
-667.000,0
-665.000,0
-663.000,0
-661.000,0
-659.000,0
-657.000,0
-655.000,0
-653.000,0
-651.000,0
-649.000,0
-647.000,0
-645.000,0
-643.000,0
-641.000,0
-639.000,0
-637.000,0
-635.000,0
-633.000,0
-631.000,0
-629.000,0
-627.000,0
-625.000,0
-623.000,0
-621.000,0
-619.000,0
-617.000,0
-615.000,0
-613.000,0
-611.000,0
-609.000,0
-607.000,0
-605.000,0
-603.000,0
-601.000,0
-599.000,0
-597.000,0
-595.000,0
-593.000,0
-591.000,0
-589.000,0
-587.000,0
-585.000,0
-583.000,0
-581.000,0
-579.000,0
-577.000,0
-575.000,0
-573.000,0
-571.000,0
-569.000,0
-567.000,0
-565.000,0
-563.000,0
-561.000,0
-559.000,0
-557.000,0
-555.000,0
-553.000,0
-551.000,0
-549.000,0
-547.000,0
-545.000,0
-543.000,0
-541.000,0
-539.000,0
-537.000,0
-535.000,0
-533.000,0
-531.000,0
-529.000,0
-527.000,0
-525.000,0
-523.000,0
-521.000,0
-519.000,0
-517.000,0
-515.000,0
-513.000,0
-511.000,0
-509.000,0
-507.000,0
-505.000,1
-503.000,0
-501.000,0
-499.000,1
-497.000,0
-495.000,0
-493.000,0
-491.000,0
-489.000,1
-487.000,0
-485.000,0
-483.000,0
-481.000,0
-479.000,0
-477.000,0
-475.000,0
-473.000,0
-471.000,0
-469.000,0
-467.000,0
-465.000,0
-463.000,0
-461.000,0
-459.000,0
-457.000,0
-455.000,0
-453.000,0
-451.000,0
-449.000,0
-447.000,0
-445.000,0
-443.000,0
-441.000,0
-439.000,0
-437.000,0
-435.000,0
-433.000,0
-431.000,0
-429.000,0
-427.000,0
-425.000,0
-423.000,0
-421.000,0
-419.000,0
-417.000,0
-415.000,0
-413.000,0
-411.000,0
-409.000,0
-407.000,0
-405.000,0
-403.000,0
-401.000,0
-399.000,0
-397.000,0
-395.000,0
-393.000,0
-391.000,0
-389.000,0
-387.000,0
-385.000,0
-383.000,1
-381.000,0
-379.000,0
-377.000,1
-375.000,0
-373.000,0
-371.000,0
-369.000,0
-367.000,1
-365.000,0
-363.000,0
-361.000,0
-359.000,0
-357.000,0
-355.000,0
-353.000,0
-351.000,0
-349.000,0
-347.000,0
-345.000,0
-343.000,0
-341.000,0
-339.000,0
-337.000,0
-335.000,0
-333.000,0
-331.000,0
-329.000,0
-327.000,0
-325.000,0
-323.000,0
-321.000,0
-319.000,0
-317.000,0
-315.000,0
-313.000,0
-311.000,0
-309.000,0
-307.000,0
-305.000,0
-303.000,1
-301.000,0
-299.000,0
-297.000,1
-295.000,0
-293.000,0
-291.000,0
-289.000,0
-287.000,1
-285.000,0
-283.000,0
-281.000,0
-279.000,0
-277.000,0
-275.000,0
-273.000,0
-271.000,0
-269.000,0
-267.000,0
-265.000,0
-263.000,0
-261.000,0
-259.000,0
-257.000,0
-255.000,0
-253.000,0
-251.000,0
-249.000,0
-247.000,0
-245.000,0
-243.000,0
-241.000,0
-239.000,0
-237.000,0
-235.000,0
-233.000,0
-231.000,0
-229.000,0
-227.000,0
-225.000,0
-223.000,0
-221.000,0
-219.000,0
-217.000,0
-215.000,0
-213.000,1
-211.000,0
-209.000,0
-207.000,1
-205.000,0
-203.000,0
-201.000,0
-199.000,0
-197.000,0
-195.000,1
-193.000,0
-191.000,0
-189.000,0
-187.000,0
-185.000,0
-183.000,0
-181.000,0
-179.000,0
-177.000,0
-175.000,0
-173.000,0
-171.000,0
-169.000,0
-167.000,0
-165.000,0
-163.000,0
-161.000,0
-159.000,0
-157.000,0
-155.000,0
-153.000,0
-151.000,0
-149.000,0
-147.000,0
-145.000,0
-143.000,0
-141.000,0
-139.000,0
-137.000,0
-135.000,0
-133.000,0
-131.000,0
-129.000,0
-127.000,0
-125.000,0
-123.000,0
-121.000,0
-119.000,0
-117.000,0
-115.000,0
-113.000,0
-111.000,0
-109.000,0
-107.000,0
-105.000,0
-103.000,0
-101.000,0
-99.000,0
-97.000,0
-95.000,0
-93.000,0
-91.000,0
-89.000,0
-87.000,0
-85.000,0
-83.000,0
-81.000,0
-79.000,0
-77.000,0
-75.000,0
-73.000,0
-71.000,0
-69.000,0
-67.000,0
-65.000,0
-63.000,0
-61.000,0
-59.000,0
-57.000,0
-55.000,0
-53.000,0
-51.000,0
-49.000,0
-47.000,0
-45.000,0
-43.000,0
-41.000,0
-39.000,0
-37.000,0
-35.000,0
-33.000,0
-31.000,0
-29.000,0
-27.000,0
-25.000,0
-23.000,0
-21.000,0
-19.000,0
-17.000,0
-15.000,0
-13.000,0
-11.000,0
-9.000,0
-7.000,0
-5.000,0
-3.000,0
-1.000,0
1.000,0
3.000,0
5.000,0
7.000,0
9.000,0
11.000,0
13.000,1
15.000,0
17.000,0
19.000,1
21.000,0
23.000,0
25.000,0
27.000,0
29.000,0
31.000,1
33.000,0
35.000,0
37.000,0
39.000,1
41.000,0
43.000,0
45.000,1
47.000,0
49.000,0
51.000,0
53.000,0
55.000,1
57.000,0
59.000,0
61.000,0
63.000,0
65.000,0
67.000,0
69.000,0
71.000,0
73.000,0
75.000,0
77.000,0
79.000,0
81.000,0
83.000,0
85.000,0
87.000,0
89.000,0
91.000,0
93.000,0
95.000,0
97.000,0
99.000,0
101.000,0
103.000,0
105.000,0
107.000,0
109.000,0
111.000,0
113.000,0
115.000,0
117.000,0
119.000,0
121.000,0
123.000,0
125.000,0
127.000,0
129.000,0
131.000,0
133.000,0
135.000,0
137.000,0
139.000,0
141.000,0
143.000,0
145.000,0
147.000,0
149.000,0
151.000,0
153.000,0
155.000,0
157.000,0
159.000,0
161.000,0
163.000,0
165.000,0
167.000,0
169.000,0
171.000,0
173.000,0
175.000,0
177.000,0
179.000,0
181.000,0
183.000,0
185.000,0
187.000,0
189.000,0
191.000,0
193.000,0
195.000,0
197.000,0
199.000,0
201.000,0
203.000,0
205.000,0
207.000,0
209.000,0
211.000,0
213.000,0
215.000,0
217.000,0
219.000,0
221.000,0
223.000,0
225.000,0
227.000,0
229.000,0
231.000,0
233.000,0
235.000,0
237.000,0
239.000,0
241.000,0
243.000,0
245.000,0
247.000,0
249.000,0
251.000,0
253.000,0
255.000,0
257.000,0
259.000,0
261.000,0
263.000,0
265.000,0
267.000,0
269.000,0
271.000,0
273.000,0
275.000,0
277.000,0
279.000,0
281.000,0
283.000,1
285.000,0
287.000,0
289.000,1
291.000,0
293.000,0
295.000,0
297.000,0
299.000,1
301.000,0
303.000,0
305.000,0
307.000,0
309.000,0
311.000,0
313.000,0
315.000,0
317.000,0
319.000,0
321.000,0
323.000,0
325.000,0
327.000,0
329.000,0
331.000,0
333.000,0
335.000,0
337.000,0
339.000,0
341.000,0
343.000,0
345.000,0
347.000,0
349.000,0
351.000,0
353.000,0
355.000,0
357.000,0
359.000,0
361.000,0
363.000,0
365.000,0
367.000,0
369.000,0
371.000,0
373.000,0
375.000,0
377.000,0
379.000,0
381.000,0
383.000,0
385.000,0
387.000,1
389.000,0
391.000,1
393.000,0
395.000,0
397.000,0
399.000,0
401.000,0
403.000,1
405.000,0
407.000,0
409.000,0
411.000,0
413.000,0
415.000,0
417.000,0
419.000,0
421.000,0
423.000,0
425.000,0
427.000,0
429.000,0
431.000,0
433.000,0
435.000,0
437.000,0
439.000,0
441.000,0
443.000,0
445.000,0
447.000,0
449.000,0
451.000,0
453.000,0
455.000,0
457.000,0
459.000,0
461.000,0
463.000,0
465.000,0
467.000,0
469.000,0
471.000,0
473.000,0
475.000,0
477.000,0
479.000,0
481.000,0
483.000,0
485.000,0
487.000,0
489.000,0
491.000,0
493.000,0
495.000,0
497.000,0
499.000,0
501.000,0
503.000,0
505.000,1
507.000,1
509.000,0
511.000,1
513.000,1
515.000,0
517.000,0
519.000,0
521.000,1
523.000,1
525.000,0
527.000,0
529.000,0
531.000,0
533.000,0
535.000,0
537.000,0
539.000,0
541.000,1
543.000,0
545.000,1
547.000,0
549.000,0
551.000,0
553.000,0
555.000,0
557.000,1
559.000,0
561.000,0
563.000,0
565.000,0
567.000,0
569.000,0
571.000,0
573.000,0
575.000,0
577.000,0
579.000,0
581.000,0
583.000,0
585.000,0
587.000,0
589.000,0
591.000,0
593.000,0
595.000,0
597.000,0
599.000,0
601.000,0
603.000,0
605.000,0
607.000,0
609.000,0
611.000,0
613.000,0
615.000,0
617.000,0
619.000,0
621.000,0
623.000,0
625.000,0
627.000,0
629.000,0
631.000,0
633.000,0
635.000,0
637.000,0
639.000,0
641.000,0
643.000,0
645.000,0
647.000,0
649.000,0
651.000,0
653.000,0
655.000,0
657.000,0
659.000,0
661.000,0
663.000,0
665.000,0
667.000,0
669.000,0
671.000,0
673.000,0
675.000,0
677.000,0
679.000,0
681.000,0
683.000,0
685.000,0
687.000,0
689.000,0
691.000,0
693.000,0
695.000,0
697.000,0
699.000,0
701.000,0
703.000,0
705.000,0
707.000,0
709.000,0
711.000,0
713.000,0
715.000,0
717.000,0
719.000,0
721.000,0
723.000,0
725.000,0
727.000,0
729.000,0
731.000,0
733.000,0
735.000,0
737.000,0
739.000,0
741.000,0
743.000,0
745.000,0
747.000,0
749.000,0
751.000,0
753.000,0
755.000,0
757.000,0
759.000,0
761.000,0
763.000,0
765.000,0
767.000,0
769.000,0
771.000,0
773.000,0
775.000,0
777.000,0
779.000,0
781.000,0
783.000,0
785.000,0
787.000,0
789.000,0
791.000,0
793.000,0
795.000,0
797.000,0
799.000,0
801.000,0
803.000,0
805.000,0
807.000,0
809.000,0
811.000,0
813.000,0
815.000,0
817.000,0
819.000,0
821.000,0
823.000,0
825.000,0
827.000,0
829.000,0
831.000,0
833.000,0
835.000,0
837.000,0
839.000,0
841.000,0
843.000,0
845.000,0
847.000,0
849.000,0
851.000,0
853.000,0
855.000,0
857.000,0
859.000,0
861.000,0
863.000,0
865.000,0
867.000,0
869.000,0
871.000,0
873.000,0
875.000,0
877.000,0
879.000,0
881.000,0
883.000,0
885.000,0
887.000,0
889.000,0
891.000,0
893.000,0
895.000,0
897.000,0
899.000,0
901.000,0
903.000,0
905.000,0
907.000,0
909.000,0
911.000,0
913.000,0
915.000,0
917.000,0
919.000,0
921.000,0
923.000,0
925.000,0
927.000,0
929.000,0
931.000,0
933.000,0
935.000,0
937.000,0
939.000,0
941.000,0
943.000,0
945.000,0
947.000,0
949.000,0
951.000,0
953.000,0
955.000,0
957.000,0
959.000,0
961.000,0
963.000,0
965.000,0
967.000,0
969.000,0
971.000,0
973.000,0
975.000,0
977.000,0
979.000,0
981.000,0
983.000,0
985.000,0
987.000,0
989.000,0
991.000,0
993.000,0
995.000,0
997.000,0
999.000,0
1001.000,0
1003.000,0
1005.000,0
1007.000,0
1009.000,0
1011.000,0
1013.000,0
1015.000,0
1017.000,0
1019.000,0
1021.000,0
1023.000,0
1025.000,0
1027.000,0
1029.000,0
1031.000,0
1033.000,0
1035.000,0
1037.000,0
1039.000,0
1041.000,0
1043.000,0
1045.000,0
1047.000,0
1049.000,0
1051.000,0
1053.000,0
1055.000,0
1057.000,0
1059.000,0
1061.000,0
1063.000,0
1065.000,0
1067.000,0
1069.000,0
1071.000,0
1073.000,0
1075.000,0
1077.000,0
1079.000,0
1081.000,0
1083.000,0
1085.000,0
1087.000,0
1089.000,0
1091.000,0
1093.000,0
1095.000,0
1097.000,0
1099.000,0
1101.000,0
1103.000,0
1105.000,0
1107.000,0
1109.000,0
1111.000,0
1113.000,0
1115.000,0
1117.000,0
1119.000,0
1121.000,0
1123.000,0
1125.000,0
1127.000,0
1129.000,0
1131.000,0
1133.000,0
1135.000,0
1137.000,0
1139.000,0
1141.000,0
1143.000,0
1145.000,0
1147.000,0
1149.000,0
1151.000,0
1153.000,0
1155.000,0
1157.000,0
1159.000,0
1161.000,0
1163.000,0
1165.000,0
1167.000,0
1169.000,0
1171.000,0
1173.000,0
1175.000,0
1177.000,0
1179.000,0
1181.000,0
1183.000,0
1185.000,0
1187.000,0
1189.000,0
1191.000,0
1193.000,0
1195.000,0
1197.000,0
1199.000,0
1201.000,0
1203.000,0
1205.000,0
1207.000,0
1209.000,0
1211.000,0
1213.000,0
1215.000,0
1217.000,0
1219.000,0
1221.000,0
1223.000,0
1225.000,0
1227.000,0
1229.000,0
1231.000,0
1233.000,0
1235.000,0
1237.000,0
1239.000,0
1241.000,0
1243.000,0
1245.000,0
1247.000,0
1249.000,0
1251.000,0
1253.000,0
1255.000,0
1257.000,0
1259.000,0
1261.000,0
1263.000,0
1265.000,0
1267.000,0
1269.000,0
1271.000,0
1273.000,0
1275.000,0
1277.000,0
1279.000,0
1281.000,0
1283.000,0
1285.000,0
1287.000,0
1289.000,0
1291.000,0
1293.000,0
1295.000,0
1297.000,0
1299.000,0
1301.000,0
1303.000,0
1305.000,0
1307.000,0
1309.000,0
1311.000,0
1313.000,0
1315.000,0
1317.000,0
1319.000,0
1321.000,0
1323.000,0
1325.000,0
1327.000,0
1329.000,0
1331.000,0
1333.000,0
1335.000,0
1337.000,0
1339.000,0
1341.000,0
1343.000,0
1345.000,0
1347.000,0
1349.000,0
1351.000,0
1353.000,0
1355.000,0
1357.000,0
1359.000,0
1361.000,0
1363.000,0
1365.000,0
1367.000,0
1369.000,0
1371.000,0
1373.000,0
1375.000,0
1377.000,0
1379.000,0
1381.000,0
1383.000,0
1385.000,0
1387.000,0
1389.000,0
1391.000,0
1393.000,0
1395.000,0
1397.000,0
1399.000,0
1401.000,0
1403.000,0
1405.000,0
1407.000,0
1409.000,0
1411.000,0
1413.000,0
1415.000,0
1417.000,0
